1 34.7 20.9
2 32.0 16.8
3 33.9 18.8
4 33.6 17.7
5 34.3 19.7
6 34.1 19.6
7 31.7 15.7
8 34.3 19.7
9 32.7 17.8
10 34.1 19.6
11 32.1 16.9
12 33.8 17.7
13 33.1 16.4
14 33.2 18.4
15 34.1 19.8
16 33.9 19.0
17 34.0 18.8
18 33.9 18.3
19 34.1 19.3
20 32.7 17.1
21 33.2 18.4
22 32.6 16.3
23 33.6 19.1
24 34.3 19.7
25 34.1 19.7
26 33.6 18.9
27 33.9 18.6
28 34.7 20.9
29 33.2 18.4
30 34.7 20.9
31 34.1 19.7
32 33.9 18.2
33 33.9 18.6
34 34.1 19.7
35 34.4 19.1
36 33.3 17.4
37 33.2 18.4
38 34.3 19.7
39 33.9 18.8
40 34.4 19.1
41 33.2 18.4
42 33.3 17.4
43 34.7 20.9
44 33.5 19.2
45 34.0 18.0
46 34.4 18.7
47 34.3 19.7
48 33.3 18.0
49 34.7 20.9
50 33.4 18.0
51 32.8 17.7
52 33.3 17.9
53 31.9 16.4
54 32.7 17.2
55 34.1 19.7
56 34.0 19.4
57 33.1 18.5
58 34.7 20.9
59 30.2 14.5
60 32.1 16.7
61 33.3 18.0
62 33.6 18.1
63 33.9 19.1
64 34.3 19.7
65 34.7 20.9
66 33.5 18.0
67 33.9 18.6
68 34.6 19.8
69 33.6 19.1
70 33.2 18.4
71 33.9 18.3
72 34.7 20.9
73 34.4 19.0
74 33.1 16.4
75 33.2 18.4
76 33.3 18.3
77 33.7 18.1
78 31.7 15.7
79 33.8 17.7
80 33.8 17.7
81 33.9 18.7
82 33.9 18.6
83 34.2 18.8
84 33.6 17.7
85 33.7 17.8
86 33.9 18.6
87 33.9 18.3
88 34.1 19.6
89 33.7 18.1
90 33.5 18.6
91 34.4 19.1
92 34.7 20.9
93 31.6 15.6
94 33.9 18.6
95 34.3 19.7
96 34.7 20.9
97 34.1 19.8
98 34.3 19.7
99 33.2 18.4
100 34.4 18.9
101 33.8 18.8
102 34.3 19.7
103 32.5 17.9
104 33.2 18.4
105 34.3 19.7
106 33.2 18.4
107 33.8 17.7
108 34.4 20.1
109 33.2 18.1
110 34.4 18.9
111 33.9 18.6
112 33.6 19.2
113 34.2 18.8
114 34.7 20.9
115 34.4 19.1
116 34.6 19.8
117 30.8 15.3
118 34.0 18.4
119 33.1 18.1
120 34.4 18.9
121 34.3 19.7
122 34.7 19.5
123 34.3 19.7
124 32.6 17.8
125 33.5 18.1
126 33.2 18.4
127 32.8 17.4
128 33.2 18.4
129 33.9 18.6
130 33.4 18.0
131 34.3 19.7
132 34.3 19.1
133 34.0 18.0
134 34.3 19.7
135 33.9 18.8
136 33.9 18.6
137 33.5 19.2
138 32.7 17.1
139 33.5 18.5
140 34.4 20.1
141 34.7 20.9
142 33.2 18.4
143 34.4 18.7
144 34.3 19.7
145 34.1 19.5
146 33.1 18.5
147 34.0 18.0
148 34.3 19.7
149 32.5 16.8
150 34.7 20.9
151 33.7 17.6
152 34.1 19.5
153 34.7 20.9
154 34.3 19.7
155 33.5 18.5
156 33.2 18.4
157 33.9 18.6
158 34.3 19.7
159 34.3 19.7
160 33.8 17.7
161 32.4 16.6
162 33.2 18.4
163 34.7 20.9
164 33.1 18.5
165 34.3 19.7
166 34.1 19.5
167 33.4 19.1
168 33.8 19.4
169 33.2 18.4
170 34.0 19.4
171 33.3 18.0
172 34.1 19.6
173 33.2 18.4
174 33.9 18.6
175 33.9 18.6
176 33.8 18.7
177 33.6 19.1
178 33.8 17.7
179 33.1 17.6
180 34.7 20.9
181 33.9 18.6
182 34.3 19.7
183 33.2 18.4
184 33.9 19.1
185 33.4 19.1
186 32.7 17.2
187 34.4 18.9
188 34.1 19.5
189 33.3 18.1
190 32.1 16.9
191 33.3 17.9
192 33.9 18.3
193 34.1 19.6
194 33.3 18.3
195 33.2 18.4
196 34.1 18.4
197 32.7 17.2
198 33.9 18.6
199 33.9 18.6
200 34.1 19.8
