     0.0 0.000 0.000 0.000 0.000
     1.0 0.011 0.015 0.024 0.003
     2.0 0.036 0.050 0.068 0.017
     3.0 0.066 0.091 0.110 0.047
     4.0 0.082 0.121 0.128 0.074
     5.0 0.084 0.124 0.130 0.078
     6.0 0.085 0.125 0.130 0.080
     7.0 0.099 0.128 0.133 0.094
     8.0 0.121 0.156 0.162 0.115
     9.0 0.152 0.197 0.205 0.144
    10.0 0.179 0.230 0.241 0.169
    11.0 0.209 0.271 0.283 0.197
    12.0 0.236 0.305 0.318 0.223
    13.0 0.267 0.342 0.357 0.252
    14.0 0.292 0.374 0.390 0.276
    15.0 0.324 0.412 0.429 0.307
    16.0 0.349 0.440 0.458 0.331
    17.0 0.381 0.474 0.493 0.362
    18.0 0.404 0.499 0.519 0.384
    19.0 0.435 0.528 0.549 0.414
    20.0 0.458 0.549 0.569 0.438
    21.0 0.484 0.573 0.594 0.463
    22.0 0.508 0.591 0.613 0.487
    23.0 0.529 0.612 0.635 0.506
    24.0 0.548 0.630 0.652 0.525
    25.0 0.575 0.647 0.670 0.552
    26.0 0.591 0.663 0.686 0.567
    27.0 0.615 0.680 0.704 0.592
    28.0 0.636 0.693 0.717 0.612
    29.0 0.655 0.709 0.734 0.630
    30.0 0.673 0.721 0.746 0.648
    31.0 0.700 0.735 0.760 0.675
    32.0 0.714 0.745 0.770 0.689
    33.0 0.732 0.757 0.782 0.707
    34.0 0.750 0.766 0.791 0.725
    35.0 0.771 0.775 0.800 0.746
    36.0 0.785 0.782 0.807 0.761
    37.0 0.795 0.790 0.814 0.771
    38.0 0.802 0.795 0.818 0.778
    39.0 0.811 0.799 0.822 0.788
    40.0 0.817 0.803 0.825 0.795
    41.0 0.824 0.806 0.828 0.802
    42.0 0.827 0.808 0.829 0.806
    43.0 0.829 0.811 0.831 0.809
    44.0 0.830 0.812 0.832 0.810
    45.0 0.832 0.814 0.833 0.812
    46.0 0.832 0.815 0.834 0.814
    47.0 0.833 0.817 0.835 0.815
    48.0 0.834 0.818 0.835 0.816
    49.0 0.834 0.819 0.836 0.818
    50.0 0.834 0.820 0.836 0.819
    51.0 0.835 0.822 0.836 0.820
    52.0 0.835 0.822 0.836 0.821
    53.0 0.835 0.823 0.837 0.822
    54.0 0.835 0.825 0.837 0.823
    55.0 0.835 0.826 0.837 0.824
    56.0 0.836 0.827 0.837 0.825
    57.0 0.836 0.828 0.837 0.827
    58.0 0.836 0.828 0.837 0.827
    59.0 0.836 0.829 0.837 0.828
    60.0 0.836 0.830 0.838 0.829
    61.0 0.837 0.831 0.838 0.829
    62.0 0.837 0.831 0.838 0.830
    63.0 0.837 0.832 0.838 0.831
    64.0 0.837 0.832 0.838 0.831
    65.0 0.837 0.833 0.838 0.832
    66.0 0.837 0.833 0.838 0.832
    67.0 0.837 0.834 0.838 0.833
    68.0 0.837 0.834 0.838 0.833
    69.0 0.837 0.834 0.838 0.833
    70.0 0.837 0.834 0.838 0.833
    71.0 0.837 0.835 0.838 0.834
    72.0 0.838 0.835 0.838 0.834
    73.0 0.838 0.835 0.838 0.834
    74.0 0.838 0.835 0.838 0.835
    75.0 0.838 0.836 0.839 0.835
    76.0 0.838 0.836 0.839 0.835
    77.0 0.838 0.836 0.839 0.835
    78.0 0.838 0.837 0.839 0.836
    79.0 0.838 0.837 0.839 0.836
    80.0 0.838 0.837 0.839 0.836
    81.0 0.838 0.838 0.839 0.837
    82.0 0.838 0.838 0.839 0.837
    83.0 0.838 0.838 0.839 0.838
    84.0 0.838 0.839 0.839 0.838
    85.0 0.838 0.839 0.839 0.838
    86.0 0.838 0.839 0.839 0.838
    87.0 0.838 0.839 0.839 0.838
    88.0 0.838 0.839 0.839 0.838
    89.0 0.838 0.839 0.839 0.838
    90.0 0.838 0.839 0.839 0.838

