    -6.0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
    -1.0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     4.0 0.1357 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     9.0 0.0587 0.0035 0.1099 0.0979 0.0779 0.0687 0.0713 0.0969 0.0035
    14.0 0.0424 0.0256 0.0403 0.0454 0.0420 0.0670 0.0722 0.0924 0.0256
    19.0 0.0371 0.0305 0.0367 0.0422 0.0567 0.0694 0.1012 0.1248 0.0305
    24.0 0.0381 0.0308 0.0380 0.0465 0.0583 0.0688 0.0954 0.1331 0.0308
    29.0 0.0391 0.0337 0.0399 0.0491 0.0572 0.0711 0.0907 0.1317 0.0337
    34.0 0.0382 0.0340 0.0403 0.0487 0.0569 0.0708 0.0899 0.1313 0.0340
    39.0 0.0389 0.0340 0.0404 0.0490 0.0564 0.0709 0.0900 0.1299 0.0340
    44.0 0.0390 0.0341 0.0405 0.0489 0.0564 0.0708 0.0900 0.1300 0.0341
    49.0 0.0385 0.0344 0.0406 0.0489 0.0564 0.0705 0.0898 0.1300 0.0344
    54.0 0.0382 0.0340 0.0409 0.0490 0.0563 0.0705 0.0897 0.1300 0.0340
    59.0 0.0378 0.0343 0.0417 0.0490 0.0565 0.0704 0.0887 0.1290 0.0343
    64.0 0.0392 0.0357 0.0423 0.0486 0.0564 0.0709 0.0887 0.1290 0.0357
    69.0 0.0383 0.0347 0.0420 0.0480 0.0562 0.0708 0.0887 0.1291 0.0347
    74.0 0.0394 0.0352 0.0421 0.0472 0.0568 0.0708 0.0887 0.1290 0.0352
    79.0 0.0394 0.0352 0.0421 0.0478 0.0580 0.0713 0.0888 0.1284 0.0352
    84.0 0.0394 0.0348 0.0429 0.0468 0.0592 0.0715 0.0894 0.1283 0.0348
    89.0 0.0400 0.0344 0.0435 0.0457 0.0597 0.0726 0.0906 0.1283 0.0344
    94.0 0.0402 0.0341 0.0430 0.0452 0.0593 0.0731 0.0920 0.1320 0.0341
    99.0 0.0398 0.0349 0.0423 0.0471 0.0583 0.0731 0.0950 0.1360 0.0349
   104.0 0.0399 0.0353 0.0422 0.0477 0.0572 0.0732 0.0965 0.1378 0.0353
   109.0 0.0393 0.0355 0.0428 0.0498 0.0591 0.0742 0.0981 0.1375 0.0355
   114.0 0.0394 0.0355 0.0422 0.0506 0.0602 0.0740 0.0989 0.1386 0.0355
   119.0 0.0399 0.0360 0.0427 0.0514 0.0614 0.0741 0.0979 0.1413 0.0360
   124.0 0.0399 0.0359 0.0430 0.0515 0.0624 0.0765 0.0985 0.1415 0.0359
   129.0 0.0399 0.0361 0.0431 0.0514 0.0632 0.0766 0.0975 0.1404 0.0361
   134.0 0.0399 0.0360 0.0430 0.0517 0.0635 0.0761 0.0972 0.1409 0.0360
   139.0 0.0404 0.0360 0.0431 0.0519 0.0636 0.0771 0.0969 0.1404 0.0360
