    -6.0 0.000 0.000 0.000 0.000
    -1.0 0.000 0.000 0.000 0.000
     4.0 0.000 0.000 0.000 0.000
     9.0 0.000 0.000 0.000 0.000
    14.0 0.000 0.000 0.000 0.000
    19.0 0.000 0.000 0.000 0.000
    24.0 0.000 0.000 0.000 0.000
    29.0 0.000 0.000 0.000 0.000
    34.0 0.000 0.000 0.000 0.000
    39.0 0.000 0.000 0.000 0.000
    44.0 0.000 0.000 0.000 0.000
    49.0 0.000 0.000 0.000 0.000
    54.0 0.000 0.000 0.000 0.000
    59.0 0.000 0.000 0.000 0.000
    64.0 0.000 0.000 0.000 0.000
    69.0 0.000 0.000 0.000 0.000
    74.0 0.000 0.000 0.000 0.000
    79.0 0.000 0.000 0.000 0.000
    84.0 0.000 0.000 0.000 0.000
    89.0 0.000 0.000 0.000 0.000
    94.0 0.000 0.000 0.000 0.000
    99.0 0.000 0.000 0.000 0.000
   104.0 0.000 0.000 0.000 0.000
   109.0 0.000 0.000 0.000 0.000
   114.0 0.000 0.000 0.000 0.000
   119.0 0.000 0.000 0.000 0.000
   124.0 0.000 0.000 0.000 0.000
   129.0 0.000 0.000 0.000 0.000
   134.0 0.000 0.000 0.000 0.000
   139.0 0.000 0.000 0.000 0.000
   144.0 0.000 0.000 0.000 0.000
   149.0 0.012 0.016 0.025 0.002
   154.0 0.042 0.056 0.080 0.019
   159.0 0.079 0.107 0.131 0.054
   164.0 0.094 0.142 0.151 0.085
   169.0 0.098 0.147 0.154 0.091
   174.0 0.101 0.148 0.155 0.094
   179.0 0.120 0.152 0.159 0.113
   184.0 0.147 0.183 0.190 0.139
   189.0 0.184 0.230 0.241 0.172
   194.0 0.213 0.269 0.283 0.200
   199.0 0.252 0.318 0.334 0.236
   204.0 0.283 0.356 0.373 0.265
   209.0 0.318 0.400 0.421 0.298
   214.0 0.351 0.437 0.459 0.329
   219.0 0.387 0.479 0.503 0.363
   224.0 0.417 0.512 0.537 0.392
   229.0 0.452 0.550 0.577 0.425
   234.0 0.479 0.580 0.608 0.451
   239.0 0.515 0.612 0.642 0.485
   244.0 0.540 0.635 0.665 0.510
   249.0 0.570 0.663 0.694 0.538
   254.0 0.597 0.682 0.715 0.564
   259.0 0.622 0.707 0.741 0.588
   264.0 0.647 0.728 0.762 0.612
   269.0 0.675 0.748 0.784 0.639
   274.0 0.693 0.766 0.803 0.655
   279.0 0.726 0.786 0.824 0.688
   284.0 0.746 0.800 0.840 0.706
   289.0 0.768 0.820 0.860 0.728
   294.0 0.792 0.834 0.875 0.751
   299.0 0.792 0.834 0.875 0.751
   304.0 0.792 0.834 0.875 0.751
   309.0 0.792 0.834 0.875 0.751
   314.0 0.792 0.834 0.875 0.751
   319.0 0.792 0.834 0.875 0.751
   324.0 0.792 0.834 0.875 0.751
   329.0 0.792 0.834 0.875 0.751
   334.0 0.792 0.834 0.875 0.751
   339.0 0.792 0.834 0.875 0.751
   344.0 0.792 0.834 0.875 0.751
   349.0 0.792 0.834 0.875 0.751
   354.0 0.792 0.834 0.875 0.751
   359.0 0.792 0.834 0.875 0.751
   364.0 0.792 0.834 0.875 0.751
   369.0 0.792 0.834 0.875 0.751
   374.0 0.792 0.834 0.875 0.751
   379.0 0.792 0.834 0.875 0.751
   384.0 0.792 0.834 0.875 0.751
   389.0 0.792 0.834 0.875 0.751
   394.0 0.792 0.834 0.875 0.751
   399.0 0.792 0.834 0.875 0.751
   404.0 0.792 0.834 0.875 0.751
   409.0 0.792 0.834 0.875 0.751
   414.0 0.792 0.834 0.875 0.751
   419.0 0.792 0.834 0.875 0.751
   424.0 0.792 0.834 0.875 0.751
   429.0 0.792 0.834 0.875 0.751
   434.0 0.792 0.834 0.875 0.751
   439.0 0.792 0.834 0.875 0.751
   444.0 0.792 0.834 0.875 0.751
   449.0 0.792 0.834 0.875 0.751
   454.0 0.822 0.851 0.893 0.780
   459.0 0.838 0.865 0.907 0.795
   464.0 0.861 0.881 0.924 0.819
   469.0 0.885 0.892 0.935 0.842
   474.0 0.913 0.905 0.948 0.870
   479.0 0.928 0.915 0.957 0.885
   484.0 0.941 0.925 0.966 0.900
   489.0 0.951 0.932 0.973 0.910
   494.0 0.963 0.939 0.978 0.924
   499.0 0.971 0.943 0.981 0.932
   504.0 0.979 0.948 0.985 0.942
   509.0 0.984 0.951 0.987 0.948
   514.0 0.987 0.955 0.990 0.952
   519.0 0.989 0.958 0.992 0.955
   524.0 0.991 0.961 0.993 0.959
   529.0 0.992 0.963 0.994 0.961
   534.0 0.993 0.965 0.995 0.963
   539.0 0.994 0.967 0.996 0.965
   544.0 0.995 0.969 0.997 0.967
   549.0 0.995 0.971 0.997 0.969
   554.0 0.995 0.972 0.997 0.970
   559.0 0.995 0.974 0.997 0.972
   564.0 0.996 0.975 0.997 0.973
   569.0 0.996 0.978 0.998 0.976
   574.0 0.996 0.980 0.998 0.978
   579.0 0.996 0.981 0.998 0.979
   584.0 0.996 0.983 0.998 0.981
   589.0 0.997 0.983 0.998 0.982
   594.0 0.997 0.985 0.998 0.983
   599.0 0.997 0.986 0.999 0.984
   604.0 0.997 0.986 0.999 0.984
   609.0 0.997 0.986 0.999 0.984
   614.0 0.997 0.986 0.999 0.984
   619.0 0.997 0.986 0.999 0.984
   624.0 0.997 0.986 0.999 0.984
   629.0 0.997 0.986 0.999 0.984
   634.0 0.997 0.986 0.999 0.984
   639.0 0.997 0.986 0.999 0.984
   644.0 0.997 0.986 0.999 0.984
   649.0 0.997 0.986 0.999 0.984
   654.0 0.997 0.986 0.999 0.984
   659.0 0.997 0.986 0.999 0.984
   664.0 0.997 0.986 0.999 0.984
   669.0 0.997 0.986 0.999 0.984
   674.0 0.997 0.986 0.999 0.984
   679.0 0.997 0.986 0.999 0.984
   684.0 0.997 0.986 0.999 0.984
   689.0 0.997 0.986 0.999 0.984
   694.0 0.997 0.986 0.999 0.984
   699.0 0.997 0.986 0.999 0.984
   704.0 0.997 0.986 0.999 0.984
   709.0 0.997 0.986 0.999 0.984
   714.0 0.997 0.986 0.999 0.984
   719.0 0.997 0.986 0.999 0.984
   724.0 0.997 0.986 0.999 0.984
   729.0 0.997 0.986 0.999 0.984
   734.0 0.997 0.986 0.999 0.984
   739.0 0.997 0.986 0.999 0.984
   744.0 0.997 0.986 0.999 0.984
   749.0 0.997 0.986 0.999 0.984
   754.0 0.997 0.986 0.999 0.984
   759.0 0.997 0.987 0.999 0.985
   764.0 0.997 0.989 0.999 0.987
   769.0 0.997 0.990 0.999 0.988
   774.0 0.998 0.990 0.999 0.988
   779.0 0.998 0.991 0.999 0.989
   784.0 0.998 0.992 1.000 0.990
   789.0 0.998 0.993 1.000 0.991
   794.0 0.998 0.993 1.000 0.992
   799.0 0.999 0.994 1.000 0.992
   804.0 0.999 0.994 1.000 0.993
   809.0 0.999 0.995 1.000 0.994
   814.0 0.999 0.995 1.000 0.994
   819.0 0.999 0.996 1.000 0.995
   824.0 0.999 0.996 1.001 0.995
   829.0 1.000 0.997 1.001 0.996
   834.0 1.000 0.998 1.001 0.996
   839.0 1.000 0.998 1.001 0.997
   844.0 1.000 0.999 1.001 0.998
   849.0 1.000 1.000 1.002 0.998
   854.0 1.000 1.000 1.002 0.999
   859.0 1.001 1.001 1.002 0.999
   864.0 1.001 1.001 1.002 1.000
   869.0 1.001 1.001 1.002 1.000
   874.0 1.001 1.001 1.002 1.000
   879.0 1.001 1.002 1.002 1.000
   884.0 1.001 1.002 1.002 1.000
   889.0 1.001 1.002 1.002 1.001
   894.0 1.001 1.002 1.002 1.001
   899.0 1.001 1.002 1.002 1.001
   904.0 1.001 1.002 1.002 1.001
   909.0 1.001 1.002 1.002 1.001
   914.0 1.001 1.002 1.002 1.001
   919.0 1.001 1.002 1.002 1.001
   924.0 1.001 1.002 1.002 1.001
   929.0 1.001 1.002 1.002 1.001
   934.0 1.001 1.002 1.002 1.001
   939.0 1.001 1.002 1.002 1.001
   944.0 1.001 1.002 1.002 1.001
   949.0 1.001 1.002 1.002 1.001
   954.0 1.001 1.002 1.002 1.001
   959.0 1.001 1.002 1.002 1.001
   964.0 1.001 1.002 1.002 1.001
   969.0 1.001 1.002 1.002 1.001
   974.0 1.001 1.002 1.002 1.001
   979.0 1.001 1.002 1.002 1.001
   984.0 1.001 1.002 1.002 1.001
   989.0 1.001 1.002 1.002 1.001
   994.0 1.001 1.002 1.002 1.001
   999.0 1.001 1.002 1.002 1.001
  1004.0 1.001 1.002 1.002 1.001
  1009.0 1.001 1.002 1.002 1.001
  1014.0 1.001 1.002 1.002 1.001
  1019.0 1.001 1.002 1.002 1.001
  1024.0 1.001 1.002 1.002 1.001
  1029.0 1.001 1.002 1.002 1.001
  1034.0 1.001 1.002 1.002 1.001
  1039.0 1.001 1.002 1.002 1.001
  1044.0 1.001 1.002 1.002 1.001
  1049.0 1.001 1.002 1.002 1.001
  1054.0 1.001 1.002 1.002 1.001
  1059.0 1.001 1.002 1.002 1.001
  1064.0 1.001 1.002 1.002 1.001
  1069.0 1.001 1.002 1.002 1.001
  1074.0 1.001 1.002 1.002 1.001
  1079.0 1.001 1.002 1.002 1.001
  1084.0 1.001 1.002 1.002 1.001
  1089.0 1.001 1.002 1.002 1.001
  1094.0 1.001 1.002 1.002 1.001
  1099.0 1.001 1.002 1.002 1.001
  1104.0 1.001 1.002 1.002 1.001
  1109.0 1.001 1.002 1.002 1.001
  1114.0 1.001 1.002 1.002 1.001
  1119.0 1.001 1.002 1.002 1.001
  1124.0 1.001 1.002 1.002 1.001
  1129.0 1.001 1.002 1.002 1.001
  1134.0 1.001 1.002 1.002 1.001
  1139.0 1.001 1.002 1.002 1.001
  1144.0 1.001 1.002 1.002 1.001
  1149.0 1.001 1.002 1.002 1.001
  1154.0 1.001 1.002 1.002 1.001
  1159.0 1.001 1.002 1.002 1.001
  1164.0 1.001 1.002 1.002 1.001
  1169.0 1.001 1.002 1.002 1.001
  1174.0 1.001 1.002 1.002 1.001
  1179.0 1.001 1.002 1.002 1.001
  1184.0 1.001 1.002 1.002 1.001
  1189.0 1.001 1.002 1.002 1.001
  1194.0 1.001 1.002 1.002 1.001
  1199.0 1.001 1.002 1.002 1.001
  1204.0 1.001 1.002 1.002 1.001
