     1    1          762.9     130.3     705       0     164.4     4.64      0.095     713      5      0    0.007
     2    2          623.4      81.4    1586       0     110.0     5.67      0.086    1596      9      0    0.006
     3    3          644.8      81.3    2008       0     111.9     5.76      0.084    2014      6      0    0.003
     4    4          640.3      73.7    1579       0     107.1     5.98      0.084    1594      7      0    0.004
     5    5          594.2      73.9    1984       0     105.3     5.64      0.088    1984      3      0    0.002
     6    6          650.7      76.9    1635       0     102.4     6.36      0.080    1648     11      0    0.007
     7    7          690.3      76.3    1968       0     106.8     6.46      0.079    1987     16      0    0.008
     8    8          706.0      95.0    1572       0     117.8     5.99      0.081    1610      4      0    0.002
     9    9          701.8     107.8    1926       0     138.4     5.07      0.089    1962     13      0    0.007
    10    10         634.4      97.5    1586       0     126.9     5.00      0.091    1619     10      0    0.006
    11    11         593.1      83.7    1913       0     108.2     5.48      0.091    1963     17      0    0.009
    12    12         656.0     111.2    1600       0     135.5     4.84      0.090    1627     10      0    0.006
    13    13         609.1     110.4    1874       0     124.8     4.88      0.087    1911     12      0    0.006
    14    14         642.5      91.2    1595       0     116.2     5.53      0.089    1624      9      0    0.006
    15    15         663.8      85.6    2029       0     116.4     5.70      0.084    2061      3      0    0.001
    16    16         663.2      96.9    1516       0     121.4     5.46      0.089    1542      9      0    0.006
    17    17         570.7      81.3    1967       0     109.4     5.22      0.091    1996      9      0    0.005
    18    18         756.8      77.3    1578       0     114.6     6.61      0.076    1604      7      0    0.004
    19    19         653.0      76.4    2004       0     114.4     5.71      0.087    2028     10      0    0.005
    20    20         559.7      75.5    1575       0     103.2     5.42      0.091    1597      4      0    0.003
    21    21         715.9      79.1    1969       0     123.6     5.79      0.085    1999      9      0    0.005
    22    22         668.2      85.2    1748       0     120.0     5.57      0.086    1756      4      0    0.002
    23    23         690.2      82.9    1845       0     117.7     5.87      0.085    1864      9      0    0.005
    24    24         702.5      83.9    1702       0     126.0     5.58      0.085    1721      3      0    0.002
    25    25         599.1      84.3    1940       0     117.7     5.09      0.093    1962      6      0    0.003
    26    26         675.2      79.7    1606       0     126.7     5.33      0.086    1626      8      0    0.005
    27    27         660.8      76.9    2000       0     119.4     5.53      0.088    2034      5      0    0.002
    28    28         601.6      82.1    1679       0     116.4     5.17      0.090    1703      6      0    0.004
    29    29         629.7      72.9    1906       0     117.2     5.37      0.091    1934     10      0    0.005
    30    30         701.4      83.1    1666       0     133.1     5.27      0.089    1693     11      0    0.006
    31    31         658.9      76.6    2105       0     115.2     5.72      0.087    2131      7      0    0.003
    32    32         626.3      58.1    1543       0      94.0     6.66      0.079    1569      6      0    0.004
    33    33         652.7      62.9    1992       0     110.4     5.91      0.082    2023      6      0    0.003
    34    34         618.5      60.1    1580       0     102.4     6.04      0.084    1602      6      0    0.004
